SiteID,Site_Description_Cap,Site_Description_Lower,Region,Lat,Long
4038,N2 / CHARLESTOWN,n2 / charlestown,DCC1,53.4030089,-6.3102206
4039,R132 @ COLLINSTOWN CROSS,r132 @ collinstown cross,DCC1,53.423269,-6.230246
4040,BALLYMUN RD @ IKEA,ballymun rd @ ikea,DCC1,53.4009477,-6.2655143
4045,NAUL RD @ NCT CENTRE,naul rd @ nct centre,DCC1,53.41118746,-6.26585916
4047,BALLYMUN RD @ M50 SLIP LANE PEDS,ballymun rd @ m50 slip lane peds,DCC1,53.40819846,-6.26583397
4048,N3 INTERCHANGE @ TOTAL FITNESS,n3 interchange @ total fitness,DCC1,53.38437,-6.366341
4049,N3 INTERCHANGE @ DUNSINK LANE,n3 interchange @ dunsink lane,DCC1,53.3803453,-6.3551861
4050,N3 INTERCHANGE @ JAMES CONNOLLY MEMORIAL HOSPITAL,n3 interchange @ james connolly memorial hospital,DCC1,53.384685,-6.3685231
4051,N3 PED BETWEEN AUBURN AVE & RAILWAY BRIDGE,n3 ped between auburn ave & railway bridge,DCC1,53.379199,-6.353712
4052,CASTLEKNOCK RD/CHESTERFIELD AVENUE,castleknock rd/chesterfield avenue,DCC1,53.3696362,-6.3480856
4053,CASTLEKNOCK RD/AUBURN AVENUE,castleknock rd/auburn avenue,DCC1,53.3726096,-6.3583103
4054,CASTLEKNOCK RD/COLLEGE RD,castleknock rd/college rd,DCC1,53.3728273,-6.3616693
4055,CASTLEKNOCK RD/BEECHPARK RD,castleknock rd/beechpark rd,DCC1,53.3751879,-6.3638491
4056,CASTLEKNOCK RD/PARK LODGE RD,castleknock rd/park lodge rd,DCC1,53.380169,-6.3696774
4057,PARK LODGE RD CASTLEKNOCK AVE/LAUREL LODGE RD/PARKLANDS,park lodge rd castleknock ave/laurel lodge rd/parklands,DCC1,53.3790602,-6.3719023
4058,CASTLEKNOCK RD/ROSELAWN AVENUE,castleknock rd/roselawn avenue,DCC1,53.3830956,-6.3709358
4059,MAIN ST BLANCH/CASTLEKNOCK RD (BELL PUB),main st blanch/castleknock rd (bell pub),DCC1,53.3852756,-6.3728032
4060,MAIN ST / RIVER RD,main st / river rd,DCC1,53.3855855,-6.373102963
4061,MAIN ST / CHURCH AVENUE,main st / church avenue,DCC1,53.385857,-6.3748309
4062,CASTLEKNOCK RD @ OAK LODGE PEDESTRIAN,castleknock rd @ oak lodge pedestrian,DCC1,53.3723485,-6.3595745
4063,CASTLEKNOCK RD @ CHESTERFIELD AVE PEDESTRIAN,castleknock rd @ chesterfield ave pedestrian,DCC1,53.3705365,-6.3432455
4064,R132 @ CARGOBRIDGE ROAD,r132 @ cargobridge road,DCC1,53.42516941,-6.22949979
4065,N3 INTERCHANGE @ BLANCHARDSTOWN RD NORTH,n3 interchange @ blanchardstown rd north,DCC1,53.398015,-6.390682
4066,N3 INTERCHANGE @ BLANCHARDSTOWN RD SOUTH,n3 interchange @ blanchardstown rd south,DCC1,53.397107,-6.392437
4067,N3 OFF RAMP @ OLD NAVAN RD,n3 off ramp @ old navan rd,DCC1,53.3992092,-6.3918656
4068,N3 NAVAN ROAD SLIP,n3 navan road slip,DCC1,53.39547583,-6.38642209
4069,ST MARGARETS RD @ JAMESTOWN RD,st margarets rd @ jamestown rd,DCC1,53.4065192,-6.2917348
4070,NAVAN ROAD @ ASHTOWN ROUNDABOUT WEST,navan road @ ashtown roundabout west,DCC1,53.350014,-6.251234
4071,AIRPORT ROUNDABOUT @ CORBALLIS,airport roundabout @ corballis,DCC1,53.4253781,-6.2190912
4101,ROCKSHIRE RD / ROCK RD,rockshire rd / rock rd,IRE2,0,0
4102,PARNELL ST / JOHNS RD,parnell st / johns rd,IRE2,0,0
4103,COLBECK ST / CATHERINE ST,colbeck st / catherine st,IRE2,0,0
4104,THE MALL / LOMBARD ST,the mall / lombard st,IRE2,0,0
4105,CORK RD / BALLYBEG DRIVE,cork rd / ballybeg drive,IRE2,0,0
4106,CORK RD / CLAREMONT,cork rd / claremont,IRE2,0,0
4107,CORK RD/BATH ST/MANOR ST,cork rd/bath st/manor st,IRE2,0,0
4108,MILITARY RD / MORRISONS RD,military rd / morrisons rd,IRE2,0,0
4109,MORRISONS RD / SLIEVEKEELE RD / CANNON ST,morrisons rd / slievekeele rd / cannon st,IRE2,0,0
4110,MILITARY RD / MORGAN RD,military rd / morgan rd,IRE2,0,0
4111,ARD NA GREINE / UPPER YELLOW RD,ard na greine / upper yellow rd,IRE2,0,0
4112,PATRICK ST / BOARD ST,patrick st / board st,IRE2,0,0
4113,BALLYTRUCKLE / JOHNS HILL,ballytruckle / johns hill,IRE2,0,0
4114,PASSAGE RD / INNER RING RD,passage rd / inner ring rd,IRE2,0,0
4115,JOHNS HILL / THE FOLLY,johns hill / the folly,IRE2,0,0
4116,MEARGHERS QUAY / CLOCK TOWER,mearghers quay / clock tower,IRE2,0,0
4117,RICE BRIDGE / MERCHANTS QUAY,rice bridge / merchants quay,IRE,0,0
4118,ASHE RD /INNER RING RD,ashe rd /inner ring rd,IRE2,0,0
4119,SALLY PARK / N9 / GOODS YARD,sally park / n9 / goods yard,IRE2,0,0
4121,CLEABOY RD / HILLVIEW / CLEABOY AVE,cleaboy rd / hillview / cleaboy ave,IRE2,0,0
4122,SALLYPARK / TRAIN STATION,sallypark / train station,IRE2,0,0
4123,ASHE RD / HENNESSYS RD,ashe rd / hennessys rd,WCITY1,0,0
4124,DUNMORE RD / ISLAND LANE,dunmore rd / island lane,IRE2,0,0
4125,BARRACK ST / MANOR HILL,barrack st / manor hill,IRE2,0,0
4126,CORK RD N25 / BROWNS RD,cork rd n25 / browns rd,IRE2,0,0
4127,CORK RD / BALLYCASHIN HILL,cork rd / ballycashin hill,IRE2,0,0
4128,BROWNS RD / LISMORE PARK,browns rd / lismore park,IRE2,0,0
4129,NEWTOWN RD / PARK RD,newtown rd / park rd,IRE,0,0
4130,NEWTOWN RD / LOWER NEWTOWN,newtown rd / lower newtown,IRE,0,0
4131,KNOCKBOY / BALLYGUNNER,knockboy / ballygunner,WCITY1,0,0
4133,THE QUAY / MILLENIUM PLAZA,the quay / millenium plaza,IRE2,0,0
5101,O'GROWNEY TERRACE / KELLS RD / N3,o'growney terrace / kells rd / n3,NULL,0,0
5102,KELLS RD NAVAN PED,kells rd navan ped,NULL,0,0
5104,ABBEYLANDS / N3 / FIRE STATION,abbeylands / n3 / fire station,NULL,0,0
5105,ABBEYLANDS SHOPPING CENTRE,abbeylands shopping centre,NULL,0,0
5106,POOLBOY BRIDGE / WATERGATE ST / FLOWER HILL,poolboy bridge / watergate st / flower hill,IRE3,0,0
5107,TIMMONS HILL / N3 / ATHLUMNEY BRIDGE,timmons hill / n3 / athlumney bridge,NULL,0,0
5108,CIRCULAR RD / DUBLIN RD / N3,circular rd / dublin rd / n3,NULL,0,0
5109,ARDBOYNE BRIDGE / N3,ardboyne bridge / n3,NULL,0,0
5110,KILCAIRN CROSS / N3,kilcairn cross / n3,NULL,0,0
5111,FORFAS RD / METGES RD,forfas rd / metges rd,IRE3,0,0
6000,KILMACUD RD UPPER @ BLACKTHORN AVE (LUAS),kilmacud rd upper @ blackthorn ave (luas),SCITY,53.27934903,-6.210849764
6001,STILLORGAN RD @ TREES RD,stillorgan rd @ trees rd,IRE,53.2934127,-6.2015859
6002,STILLORGAN RD @ PRIORY DRIVE(T123A),stillorgan rd @ priory drive(t123a),IRE,53.29352612,-6.20138873
6003,BRAY RD@BREWERY RD (6003)(T121),bray rd@brewery rd (6003)(t121),IRE,53.28229089,-6.19380808
6004,"BRAY RD / N11, SPRINGFIELD","bray rd / n11, springfield",IRE,53.274359,-6.176242
6005,STILLORGAN RD @ THE RISE,stillorgan rd @ the rise,IRE,53.3023963,-6.2074919
6006,"STILLORGAN RD, KILL LANE, BRAY RD/N11","stillorgan rd, kill lane, bray rd/n11",IRE,53.273556,-6.17352
6007,"BRAY ROAD/N11,  WESTMINISTER RD","bray road/n11,  westminister rd",IRE,53.272355,-6.1713
6008,STILLORGAN RD @ STILLORGAN PARK,stillorgan rd @ stillorgan park,IRE,53.2886804,-6.195241
6009,"BRAY RD/N11, MART LANE","bray rd/n11, mart lane",IRE,53.270596,-6.166639
6010,"BRAY ROAD / N11, CLONKEEN RD","bray road / n11, clonkeen rd",IRE,53.266182,-6.158534
6011,STILLORGAN RD/JOHNSTOWN RD,stillorgan rd/johnstown rd,IRE,53.261715,-6.149404
6013,CABINTEELYVILLAGE/OLD BRAY RD/BRENNANSTOWNRD,cabinteelyvillage/old bray rd/brennanstownrd,IRE,53.26096138,-6.150778727
6014,STILLORGAN RD @ GALLOPING GREEN PED(P558),stillorgan rd @ galloping green ped(p558),IRE,53.280232,-6.189335
6015,CORNELSCOURT LINK ROAD / N11,cornelscourt link road / n11,IRE,53.2649336,-6.159515036
6016,BRAY RD/N11 @ KILGOBBIN,bray rd/n11 @ kilgobbin,IRE,53.2610321,-6.1495226
6017,BRAY RD / N11 @ ST LAWRENCES,bray rd / n11 @ st lawrences,IRE,53.250585,-6.141347
6018,STILLORGAN RD @ ST JOHN OF GODS,stillorgan rd @ st john of gods,IRE,53.28477043,-6.1949463
6019,STILLORGAN RD @ BOOTERSTOWN AVE,stillorgan rd @ booterstown ave,IRE,53.2997869,-6.2052474
6020,FRASCATI RD@GEORGES AVE(P407),frascati rd@georges ave(p407),IRE,53.3009679,-6.1802729
6021,MT MERRIONAV / ROCK RD / FRASCATI,mt merrionav / rock rd / frascati,IRE,53.3027118,-6.1855329
6022,FRASCATI RD / ROCK ROAD,frascati rd / rock road,IRE,53.3027116,-6.1855513
6023,FRASCATI RD / CARYSFORT AV,frascati rd / carysfort av,IRE,53.2974806,-6.1809043
6024,BLACKROCK BYPASS / BARCLAY COURT,blackrock bypass / barclay court,IRE,53.29911867,-6.174410395
6025,NEWTOWN AV / TEMPLE HILL,newtown av / temple hill,IRE,53.2975752,-6.1708566
6026,NEWTOWN AVE @ SEAPOINT AVE,newtown ave @ seapoint ave,IRE,53.2990356,-6.1707324
6027,MONKSTOWN / BLACKROCK BYPASS,monkstown / blackrock bypass,IRE,53.29645475,-6.170000153
6028,STRADBROOK / NEWTOWNPARK AV,stradbrook / newtownpark av,IRE,53.2944479,-6.169087
6029,DRUMMARTIN LINK@BLACKTHORN DRIVE(T550),drummartin link@blackthorn drive(t550),IRE,53.2762781,-6.2217426
6030,ROCK RD @ BLACKROCK CLINIC(T381),rock rd @ blackrock clinic(t381),IRE,53.30500972,-6.187705994
6031,ROCK RD @ BOOTERSTOWN AVE,rock rd @ booterstown ave,IRE,53.3088863,-6.196474
6032,ROCK RD/TRIMLESTON AVE(T379),rock rd/trimleston ave(t379),IRE,53.3115555,-6.201784
6033,"FOSTERS AVE, ROEBUCK RD(T101)","fosters ave, roebuck rd(t101)",IRE,53.2989528,-6.219403
6034,BLACKTHORN AVE @ BURTON HALL RD,blackthorn ave @ burton hall rd,IRE,53.2740037,-6.2042807
6035,BLACKTHORN DR/BLACKTHORN RD/BEACON CT(T559),blackthorn dr/blackthorn rd/beacon ct(t559),IRE,53.2771482,-6.2193364
6036,BLACKTHORN RD@CARMANHALL RD,blackthorn rd@carmanhall rd,IRE,53.2796724,-6.2447979
6038,FOSTERS AVE@NORTH AVE(T180),fosters ave@north ave(t180),IRE,53.3016805,-6.2133762
6039,SANDYFORD RD/CENTRAL BANK/BLACKTHORN DRIVE(T304),sandyford rd/central bank/blackthorn drive(t304),IRE,53.2756696,-6.2291236
6040,N11 INBOUND@ WYATTVILLE BRIDGE(P555),n11 inbound@ wyattville bridge(p555),IRE,53.2468814,-6.1390243
6041,WYATTVILLE BRIDGE WEST (T556),wyattville bridge west (t556),IRE,53.2474109,-6.1389764
6042,WYATTVILLE BRIDGEEAST (T555),wyattville bridgeeast (t555),IRE,53.24797335,-6.13668694
6043,WYATTVILLE RD @ WYATTVILLE CLOSE(T554),wyattville rd @ wyattville close(t554),IRE,53.24880511,-6.135357752
6044,WYATTVILLE RD @ LOUGHLINSTOWN DRIVE(T546),wyattville rd @ loughlinstown drive(t546),IRE,53.25012384,-6.13380902
6045,WYATTVILLE RD @ OLD WYATTVILLE RD(T112),wyattville rd @ old wyattville rd(t112),IRE,53.2516694,-6.1329424
6046,WYATTVILLE RD/CHURCHVIEW RD(T113),wyattville rd/churchview rd(t113),IRE,53.25412607,-6.130669444
6047,WYATTVILLE RD @ GLENAGEARY/CHURCH RD(T114),wyattville rd @ glenageary/church rd(t114),IRE,53.2575784,-6.1288007
6048,STILLORGAN RD @ NEWTOWNPARK AVENUE,stillorgan rd @ newtownpark avenue,IRE,53.278474,-6.185137
6049,ROCHESTOWN AVE / ROCHESTOWN PARK / GRANITFIELD,rochestown ave / rochestown park / granitfield,IRE,53.2696686,-6.1409815
6051,STILLORGAN RD@BELFIELD OVERBRIDGE EAST SIDE SB OFFRAMP(T510),stillorgan rd@belfield overbridge east side sb offramp(t510),IRE,53.3090707,-6.2161578
6052,BAKERS CORNER@ ABBEY RD/POTTERY RD(T115A),bakers corner@ abbey rd/pottery rd(t115a),IRE,53.2805408,-6.1581371
6053,ROCHESTOWN RD/POTTERY RD(T115B),rochestown rd/pottery rd(t115b),IRE,53.27957154,-6.157804728
6054,DEANSGRANGE RD@CLONKEEN RD/(FOLEYS COR)(T116),deansgrange rd@clonkeen rd/(foleys cor)(t116),IRE,53.2780084,-6.1638501
6055,NUTGROVE AVE/MEADOW PARK (TEXAS)(T365),nutgrove ave/meadow park (texas)(t365),IRE,53.2919329,-6.2659996
6056,NUTGROVE AVE/WHITEHALL RD(T340),nutgrove ave/whitehall rd(t340),IRE,53.29178238,-6.269052998
6057,CLONSKEAGH RD@BEECHHILL(T366),clonskeagh rd@beechhill(t366),IRE,53.3134092,-6.2381241
6058,BEECHILL RD / BELFIELD BUSINESS PK,beechill rd / belfield business pk,IRE,53.313558,-6.2375744
6059,YORK RD / TIVOLI RD (T396),york rd / tivoli rd (t396),IRE3,53.288952,-6.14578379
6060,MONKSTOWN AVE/MONKSTOWN FARM (DCC 6060)(T578),monkstown ave/monkstown farm (dcc 6060)(t578),IRE,53.2872207,-6.1575528
6061,MOUNT MERRION AVE/CROSS AVE(T383),mount merrion ave/cross ave(t383),IRE,53.3007498,-6.1889217
6062,FRASCATI RD PED @ SWEETMANS AVE,frascati rd ped @ sweetmans ave,IRE,53.2996952,-6.1774492
6063,KILMACUD RD LWR/OLD STILLORGAN RD(T129),kilmacud rd lwr/old stillorgan rd(t129),IRE,53.2892369,-6.1992443
6064,POTTERY RD @ AMGEN,pottery rd @ amgen,IRE,53.2719808,-6.152445209
6065,LEOPARDSTOWN RD / LEOPARDSTOWN LINK RD,leopardstown rd / leopardstown link rd,IRE,53.27281169,-6.19843484
6066,LEOPARDSTOWN RD/BREWERY RD/BURTON HALL RD,leopardstown rd/brewery rd/burton hall rd,IRE,53.27332729,-6.20038447
6067,BALLYOGAN ROAD @ GLENCAIRN CRESENT,ballyogan road @ glencairn cresent,IRE,53.2608089,-6.2059557
6068,BALLYOGAN ROAD @ GLENBOURNE ROAD,ballyogan road @ glenbourne road,IRE,53.25863457,-6.19889542
6069,BALLYOGAN ROAD @ BALLYOGAN AVE WEST,ballyogan road @ ballyogan ave west,IRE,53.2578796,-6.1962868
6070,BALLYOGAN ROAD @ BALLYOGAN AVE EAST,ballyogan road @ ballyogan ave east,IRE,53.2608039,-6.1960682
6072,BALLYOGAN ROAD @ BALLYOGAN WOOD,ballyogan road @ ballyogan wood,IRE,53.2553103,-6.1848931
6073,BLACKROCK MAIN ST / CARYSFORT AVE / TEMPLE RD(T388),blackrock main st / carysfort ave / temple rd(t388),IRE,53.3008387,-6.1769133
6074,CHURCHTOWN RD UPR@SWEETMOUNT(T540),churchtown rd upr@sweetmount(t540),IRE,53.2937231,-6.2484106
6075,DUNDRUM RD@TANEY RD/CHURCHTOWN RD UPR(T105),dundrum rd@taney rd/churchtown rd upr(t105),IRE,53.2921008,-6.2517023
6076,DUNDRUM BY-PASS@DUNDRUM VILLAGE(T544),dundrum by-pass@dundrum village(t544),IRE,53.2924953,-6.2463314
6077,SANDYFORD ROAD/WYCKHAM BY-PASS(T533),sandyford road/wyckham by-pass(t533),IRE,53.2854079,-6.238132
6082,SANDYFORD RD@CLONARD ROAD(T508),sandyford rd@clonard road(t508),IRE,53.2776677,-6.2307309
6084,LAMBS CROSS(ENNISKERRY RD/HILLCREST)(T107),lambs cross(enniskerry rd/hillcrest)(t107),IRE3,53.2653778,-6.2291005
6085,DRUMMARTIN LINK@KILMACUD ROAD UPPER(T557),drummartin link@kilmacud road upper(t557),IRE,53.2873571,-6.2259962
6086,DRUMMARTIN LINK@KILMACUD ROAD LOWER(T558),drummartin link@kilmacud road lower(t558),IRE3,53.2889821,-6.226394
6087,LEOPARDSTOWN ROAD @ BURTON HALL ROAD,leopardstown road @ burton hall road,IRE,53.27212583,-6.20327492
6088,GOATSTOWN RD@TANEY RD (THE GOAT)(T130),goatstown rd@taney rd (the goat)(t130),IRE,53.2944094,-6.2290046
6089,BALLINTEER RD / COLLEGE PARK AVE,ballinteer rd / college park ave,IRE,53.27409917,-6.243577749
6092,GOATSTOWN RD@ROEBUCK RD(T102),goatstown rd@roebuck rd(t102),IRE3,53.2996264,-6.2358737
6093,CLONSKEAGH RD@BIRD AVE(T103),clonskeagh rd@bird ave(t103),IRE,53.3057505,-6.2368764
6094,CLONSKEAGH RD@WYNNSWARD DRIVE(T320),clonskeagh rd@wynnsward drive(t320),IRE,53.3078361,-6.2367867
6095,DRUMMARTIN LINK RD@BENILDUS AVE,drummartin link rd@benildus ave,IRE,53.2811568,-6.2156559
